stamp,actual,bucket,tc,conf,correct,abstain,confidentWrong,offBy,budgetExhausted,runtime,method
2026-04-29_05-20-55-642Z,11,Small  9-15T,11,1.000,1,0,0,0,0,930,
2026-04-29_05-22-34-904Z,21,Large  21-28T,21,1.000,1,0,0,0,0,933,
2026-04-29_05-26-20-132Z,28,Large  21-28T,28,1.000,1,0,0,0,0,989,
2026-04-29_05-29-10-169Z,42,XL     29-60T,12,0.000,0,1,0,30,0,1087,
2026-04-29_05-31-31-338Z,42,XL     29-60T,41,0.678,1,0,0,1,0,968,
2026-04-29_05-33-41-732Z,52,XL     29-60T,0,0.000,0,1,0,52,0,1349,
2026-04-29_05-35-39-053Z,52,XL     29-60T,10,0.329,0,0,1,42,0,1256,
2026-04-29_05-37-44-380Z,52,XL     29-60T,0,0.000,0,1,0,52,0,1604,
2026-04-29_05-39-28-385Z,21,Large  21-28T,21,1.000,1,0,0,0,0,1053,
2026-04-29_05-41-47-931Z,18,Mid    16-20T,18,1.000,1,0,0,0,0,909,
2026-04-30_05-29-59-315Z,52,XL     29-60T,0,0.000,0,1,0,52,0,976,
2026-04-30_05-31-33-683Z,52,XL     29-60T,11,0.356,0,0,1,41,0,910,
2026-04-30_05-32-57-251Z,42,XL     29-60T,42,0.505,1,0,0,0,0,1715,
2026-04-30_05-34-26-023Z,42,XL     29-60T,0,0.000,0,1,0,42,0,1570,
2026-04-30_05-36-04-910Z,42,XL     29-60T,26,0.000,0,1,0,16,0,1744,
2026-04-30_05-37-41-094Z,42,XL     29-60T,0,0.000,0,1,0,42,0,1174,
2026-04-30_05-39-33-414Z,11,Small  9-15T,11,1.000,1,0,0,0,0,1080,
2026-04-30_05-41-00-183Z,12,Small  9-15T,12,1.000,1,0,0,0,0,946,
2026-04-30_05-42-47-207Z,14,Small  9-15T,14,1.000,1,0,0,0,0,891,
2026-04-30_05-44-33-498Z,21,Large  21-28T,21,1.000,1,0,0,0,0,1011,
2026-04-30_05-46-01-952Z,24,Large  21-28T,24,0.291,1,0,0,0,0,1242,
2026-04-30_05-47-27-290Z,28,Large  21-28T,28,0.904,1,0,0,0,0,1148,
2026-04-30_10-09-16-909Z,34,XL     29-60T,11,0.441,0,0,1,23,0,1458,
2026-04-30_10-14-55-670Z,34,XL     29-60T,11,0.000,0,1,0,23,0,1040,
2026-04-30_10-17-13-321Z,34,XL     29-60T,34,0.900,1,0,0,0,0,1114,
2026-04-30_10-19-29-950Z,36,XL     29-60T,36,1.000,1,0,0,0,0,1114,
2026-04-30_10-23-20-845Z,36,XL     29-60T,36,1.000,1,0,0,0,0,1198,
2026-04-30_11-31-00-084Z,42,XL     29-60T,0,0.000,0,1,0,42,0,1253,
2026-04-30_11-35-41-631Z,42,XL     29-60T,11,0.328,0,0,1,31,0,1746,
2026-04-30_11-41-12-489Z,32,XL     29-60T,32,0.934,1,0,0,0,0,1270,
2026-04-30_11-42-53-294Z,32,XL     29-60T,32,1.000,1,0,0,0,0,1083,
2026-04-30_12-31-00-766Z,50,XL     29-60T,50,0.520,1,0,0,0,0,1459,
2026-04-30_12-33-17-234Z,48,XL     29-60T,48,1.000,1,0,0,0,0,1531,
2026-04-30_12-35-25-332Z,48,XL     29-60T,48,0.572,1,0,0,0,0,1634,
2026-04-30_20-03-52-567Z,52,XL     29-60T,52,0.000,0,1,0,0,0,1111,
2026-04-30_20-09-43-249Z,50,XL     29-60T,16,0.252,0,0,1,34,0,1542,
2026-04-30_20-31-06-904Z,48,XL     29-60T,48,0.562,1,0,0,0,0,1757,
2026-05-01_08-22-17-365Z,52,XL     29-60T,0,0.000,0,1,0,52,0,1581,
2026-05-01_08-24-07-480Z,52,XL     29-60T,13,0.434,0,0,1,39,0,1429,
2026-05-01_08-26-39-688Z,52,XL     29-60T,10,0.000,0,1,0,42,0,1026,
2026-05-01_08-28-38-224Z,50,XL     29-60T,50,1.000,1,0,0,0,0,1006,
2026-05-01_08-31-05-858Z,50,XL     29-60T,50,0.000,0,1,0,0,0,1112,
2026-05-01_09-04-04-917Z,48,XL     29-60T,49,0.688,1,0,0,1,0,1003,
2026-05-01_09-07-12-086Z,42,XL     29-60T,10,0.000,0,1,0,32,0,1184,
2026-05-01_09-09-26-510Z,36,XL     29-60T,34,0.000,0,1,0,2,0,2294,
2026-05-01_14-52-11-873Z,42,XL     29-60T,41,0.237,1,0,0,1,0,1940,
2026-05-01_14-53-42-651Z,42,XL     29-60T,42,0.848,1,0,0,0,0,990,
2026-05-01_14-55-07-717Z,42,XL     29-60T,42,0.694,1,0,0,0,0,986,
2026-05-01_14-56-43-693Z,48,XL     29-60T,48,1.000,1,0,0,0,0,1440,
2026-05-01_15-00-55-239Z,48,XL     29-60T,48,1.000,1,0,0,0,0,1251,
2026-05-01_15-04-02-875Z,48,XL     29-60T,47,0.339,1,0,0,1,0,1579,
2026-05-01_15-06-20-161Z,50,XL     29-60T,50,0.565,1,0,0,0,0,1438,
2026-05-01_15-08-23-136Z,50,XL     29-60T,50,1.000,1,0,0,0,0,1109,
2026-05-01_15-10-32-571Z,50,XL     29-60T,50,0.557,1,0,0,0,0,1344,
2026-05-01_15-12-33-142Z,52,XL     29-60T,12,0.406,0,0,1,40,0,1190,
2026-05-01_15-14-13-835Z,52,XL     29-60T,0,0.000,0,1,0,52,0,1289,
2026-05-01_15-20-31-778Z,52,XL     29-60T,53,0.000,0,1,0,1,0,1294,
2026-05-01_15-22-03-978Z,52,XL     29-60T,53,0.643,1,0,0,1,0,1230,
2026-05-01_15-28-13-082Z,36,XL     29-60T,37,0.719,1,0,0,1,0,1045,
2026-05-01_15-30-10-941Z,36,XL     29-60T,36,0.866,1,0,0,0,0,1197,
2026-05-01_15-37-22-230Z,36,XL     29-60T,38,0.000,0,1,0,2,0,1297,
2026-05-04_11-33-56-211Z,42,XL     29-60T,43,0.000,0,1,0,1,0,1593,
2026-05-04_11-40-26-313Z,23,Large  21-28T,23,1.000,1,0,0,0,0,992,
2026-05-04_11-42-28-074Z,13,Small  9-15T,13,0.000,0,1,0,0,0,832,
2026-05-04_11-44-37-757Z,36,XL     29-60T,35,0.000,0,1,0,1,0,1616,
2026-05-04_11-46-43-304Z,36,XL     29-60T,22,0.273,0,0,1,14,0,1729,
2026-05-04_11-58-49-079Z,36,XL     29-60T,10,0.000,0,1,0,26,0,1507,
