cell_idx,R_lo,R_hi,sigma_R,eps_abs,eps_floor,extremeR,gamma_bc,option_beta,ac2_N,ac2_LOSS,ac2_eliminated,ac2_first_loss_stamp,ac1_N,ac1_recovered,ac1_wilson_ub_pct,b6_rescue,b6_regress_correct_to_CW,b6_regress_abstain_to_CW,b6_regress_CW_worse_delta,b6_no_change_correct,b6_no_change_CW_same_or_better,alpha_commits,beta_fires,elapsed_ms
3557,0.4,1.1,0.25,0.025,0.06,0,1.6,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3558,0.4,1.1,0.25,0.025,0.06,0,2,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3559,0.4,1.1,0.25,0.025,0.06,0,2,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3560,0.4,1.1,0.25,0.025,0.06,1,1,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3561,0.4,1.1,0.25,0.025,0.06,1,1,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
3562,0.4,1.1,0.25,0.025,0.06,1,1.3,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,4
3563,0.4,1.1,0.25,0.025,0.06,1,1.3,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3564,0.4,1.1,0.25,0.025,0.06,1,1.6,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3565,0.4,1.1,0.25,0.025,0.06,1,1.6,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3566,0.4,1.1,0.25,0.025,0.06,1,2,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3567,0.4,1.1,0.25,0.025,0.06,1,2,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
3568,0.4,1.1,0.25,0.025,0.08,0,1,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
3569,0.4,1.1,0.25,0.025,0.08,0,1,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
3570,0.4,1.1,0.25,0.025,0.08,0,1.3,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,4
3571,0.4,1.1,0.25,0.025,0.08,0,1.3,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
3572,0.4,1.1,0.25,0.025,0.08,0,1.6,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
3573,0.4,1.1,0.25,0.025,0.08,0,1.6,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
3574,0.4,1.1,0.25,0.025,0.08,0,2,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
3575,0.4,1.1,0.25,0.025,0.08,0,2,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3576,0.4,1.1,0.25,0.025,0.08,1,1,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
3577,0.4,1.1,0.25,0.025,0.08,1,1,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3578,0.4,1.1,0.25,0.025,0.08,1,1.3,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3579,0.4,1.1,0.25,0.025,0.08,1,1.3,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
3580,0.4,1.1,0.25,0.025,0.08,1,1.6,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
3581,0.4,1.1,0.25,0.025,0.08,1,1.6,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3582,0.4,1.1,0.25,0.025,0.08,1,2,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
3583,0.4,1.1,0.25,0.025,0.08,1,2,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3584,0.4,1.1,0.25,0.025,0.1,0,1,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
3585,0.4,1.1,0.25,0.025,0.1,0,1,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3586,0.4,1.1,0.25,0.025,0.1,0,1.3,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3587,0.4,1.1,0.25,0.025,0.1,0,1.3,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3588,0.4,1.1,0.25,0.025,0.1,0,1.6,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3589,0.4,1.1,0.25,0.025,0.1,0,1.6,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3590,0.4,1.1,0.25,0.025,0.1,0,2,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3591,0.4,1.1,0.25,0.025,0.1,0,2,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3592,0.4,1.1,0.25,0.025,0.1,1,1,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
3593,0.4,1.1,0.25,0.025,0.1,1,1,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3594,0.4,1.1,0.25,0.025,0.1,1,1.3,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3595,0.4,1.1,0.25,0.025,0.1,1,1.3,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3596,0.4,1.1,0.25,0.025,0.1,1,1.6,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
3597,0.4,1.1,0.25,0.025,0.1,1,1.6,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3598,0.4,1.1,0.25,0.025,0.1,1,2,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3599,0.4,1.1,0.25,0.025,0.1,1,2,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3600,0.4,1.1,0.25,0.03,0.06,0,1,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
3601,0.4,1.1,0.25,0.03,0.06,0,1,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
3602,0.4,1.1,0.25,0.03,0.06,0,1.3,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3603,0.4,1.1,0.25,0.03,0.06,0,1.3,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
3604,0.4,1.1,0.25,0.03,0.06,0,1.6,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3605,0.4,1.1,0.25,0.03,0.06,0,1.6,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3606,0.4,1.1,0.25,0.03,0.06,0,2,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3607,0.4,1.1,0.25,0.03,0.06,0,2,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
3608,0.4,1.1,0.25,0.03,0.06,1,1,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3609,0.4,1.1,0.25,0.03,0.06,1,1,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
3610,0.4,1.1,0.25,0.03,0.06,1,1.3,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3611,0.4,1.1,0.25,0.03,0.06,1,1.3,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3612,0.4,1.1,0.25,0.03,0.06,1,1.6,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3613,0.4,1.1,0.25,0.03,0.06,1,1.6,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
3614,0.4,1.1,0.25,0.03,0.06,1,2,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3615,0.4,1.1,0.25,0.03,0.06,1,2,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3616,0.4,1.1,0.25,0.03,0.08,0,1,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
3617,0.4,1.1,0.25,0.03,0.08,0,1,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3618,0.4,1.1,0.25,0.03,0.08,0,1.3,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3619,0.4,1.1,0.25,0.03,0.08,0,1.3,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
3620,0.4,1.1,0.25,0.03,0.08,0,1.6,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3621,0.4,1.1,0.25,0.03,0.08,0,1.6,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
3622,0.4,1.1,0.25,0.03,0.08,0,2,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
3623,0.4,1.1,0.25,0.03,0.08,0,2,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
3624,0.4,1.1,0.25,0.03,0.08,1,1,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
