cell_idx,R_lo,R_hi,sigma_R,eps_abs,eps_floor,extremeR,gamma_bc,option_beta,ac2_N,ac2_LOSS,ac2_eliminated,ac2_first_loss_stamp,ac1_N,ac1_recovered,ac1_wilson_ub_pct,b6_rescue,b6_regress_correct_to_CW,b6_regress_abstain_to_CW,b6_regress_CW_worse_delta,b6_no_change_correct,b6_no_change_CW_same_or_better,alpha_commits,beta_fires,elapsed_ms
1149,0.35,1.1,0.2,0.03,0.1,1,1.6,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1150,0.35,1.1,0.2,0.03,0.1,1,2,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1151,0.35,1.1,0.2,0.03,0.1,1,2,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1152,0.35,1.1,0.25,0.015,0.06,0,1,0,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,0
1153,0.35,1.1,0.25,0.015,0.06,0,1,1,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,0
1154,0.35,1.1,0.25,0.015,0.06,0,1.3,0,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,1
1155,0.35,1.1,0.25,0.015,0.06,0,1.3,1,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,0
1156,0.35,1.1,0.25,0.015,0.06,0,1.6,0,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,1
1157,0.35,1.1,0.25,0.015,0.06,0,1.6,1,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,1
1158,0.35,1.1,0.25,0.015,0.06,0,2,0,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,0
1159,0.35,1.1,0.25,0.015,0.06,0,2,1,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,1
1160,0.35,1.1,0.25,0.015,0.06,1,1,0,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,0
1161,0.35,1.1,0.25,0.015,0.06,1,1,1,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,1
1162,0.35,1.1,0.25,0.015,0.06,1,1.3,0,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,1
1163,0.35,1.1,0.25,0.015,0.06,1,1.3,1,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,0
1164,0.35,1.1,0.25,0.015,0.06,1,1.6,0,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,1
1165,0.35,1.1,0.25,0.015,0.06,1,1.6,1,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,0
1166,0.35,1.1,0.25,0.015,0.06,1,2,0,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,1
1167,0.35,1.1,0.25,0.015,0.06,1,2,1,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,1
1168,0.35,1.1,0.25,0.015,0.08,0,1,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1169,0.35,1.1,0.25,0.015,0.08,0,1,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1170,0.35,1.1,0.25,0.015,0.08,0,1.3,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1171,0.35,1.1,0.25,0.015,0.08,0,1.3,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1172,0.35,1.1,0.25,0.015,0.08,0,1.6,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1173,0.35,1.1,0.25,0.015,0.08,0,1.6,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1174,0.35,1.1,0.25,0.015,0.08,0,2,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1175,0.35,1.1,0.25,0.015,0.08,0,2,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1176,0.35,1.1,0.25,0.015,0.08,1,1,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1177,0.35,1.1,0.25,0.015,0.08,1,1,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1178,0.35,1.1,0.25,0.015,0.08,1,1.3,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1179,0.35,1.1,0.25,0.015,0.08,1,1.3,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1180,0.35,1.1,0.25,0.015,0.08,1,1.6,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1181,0.35,1.1,0.25,0.015,0.08,1,1.6,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1182,0.35,1.1,0.25,0.015,0.08,1,2,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1183,0.35,1.1,0.25,0.015,0.08,1,2,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1184,0.35,1.1,0.25,0.015,0.1,0,1,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1185,0.35,1.1,0.25,0.015,0.1,0,1,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1186,0.35,1.1,0.25,0.015,0.1,0,1.3,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1187,0.35,1.1,0.25,0.015,0.1,0,1.3,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1188,0.35,1.1,0.25,0.015,0.1,0,1.6,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1189,0.35,1.1,0.25,0.015,0.1,0,1.6,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1190,0.35,1.1,0.25,0.015,0.1,0,2,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1191,0.35,1.1,0.25,0.015,0.1,0,2,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1192,0.35,1.1,0.25,0.015,0.1,1,1,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1193,0.35,1.1,0.25,0.015,0.1,1,1,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1194,0.35,1.1,0.25,0.015,0.1,1,1.3,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1195,0.35,1.1,0.25,0.015,0.1,1,1.3,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1196,0.35,1.1,0.25,0.015,0.1,1,1.6,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1197,0.35,1.1,0.25,0.015,0.1,1,1.6,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1198,0.35,1.1,0.25,0.015,0.1,1,2,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1199,0.35,1.1,0.25,0.015,0.1,1,2,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1200,0.35,1.1,0.25,0.02,0.06,0,1,0,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,0
1201,0.35,1.1,0.25,0.02,0.06,0,1,1,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,1
1202,0.35,1.1,0.25,0.02,0.06,0,1.3,0,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,0
1203,0.35,1.1,0.25,0.02,0.06,0,1.3,1,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,1
1204,0.35,1.1,0.25,0.02,0.06,0,1.6,0,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,1
1205,0.35,1.1,0.25,0.02,0.06,0,1.6,1,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,0
1206,0.35,1.1,0.25,0.02,0.06,0,2,0,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,1
1207,0.35,1.1,0.25,0.02,0.06,0,2,1,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,0
1208,0.35,1.1,0.25,0.02,0.06,1,1,0,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,1
1209,0.35,1.1,0.25,0.02,0.06,1,1,1,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,1
1210,0.35,1.1,0.25,0.02,0.06,1,1.3,0,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,0
1211,0.35,1.1,0.25,0.02,0.06,1,1.3,1,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,1
1212,0.35,1.1,0.25,0.02,0.06,1,1.6,0,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,1
1213,0.35,1.1,0.25,0.02,0.06,1,1.6,1,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,0
1214,0.35,1.1,0.25,0.02,0.06,1,2,0,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,1
1215,0.35,1.1,0.25,0.02,0.06,1,2,1,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,0
1216,0.35,1.1,0.25,0.02,0.08,0,1,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1217,0.35,1.1,0.25,0.02,0.08,0,1,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1218,0.35,1.1,0.25,0.02,0.08,0,1.3,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1219,0.35,1.1,0.25,0.02,0.08,0,1.3,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1220,0.35,1.1,0.25,0.02,0.08,0,1.6,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1221,0.35,1.1,0.25,0.02,0.08,0,1.6,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1222,0.35,1.1,0.25,0.02,0.08,0,2,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1223,0.35,1.1,0.25,0.02,0.08,0,2,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1224,0.35,1.1,0.25,0.02,0.08,1,1,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1225,0.35,1.1,0.25,0.02,0.08,1,1,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1226,0.35,1.1,0.25,0.02,0.08,1,1.3,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1227,0.35,1.1,0.25,0.02,0.08,1,1.3,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1228,0.35,1.1,0.25,0.02,0.08,1,1.6,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1229,0.35,1.1,0.25,0.02,0.08,1,1.6,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1230,0.35,1.1,0.25,0.02,0.08,1,2,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1231,0.35,1.1,0.25,0.02,0.08,1,2,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1232,0.35,1.1,0.25,0.02,0.1,0,1,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1233,0.35,1.1,0.25,0.02,0.1,0,1,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1234,0.35,1.1,0.25,0.02,0.1,0,1.3,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1235,0.35,1.1,0.25,0.02,0.1,0,1.3,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1236,0.35,1.1,0.25,0.02,0.1,0,1.6,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1237,0.35,1.1,0.25,0.02,0.1,0,1.6,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1238,0.35,1.1,0.25,0.02,0.1,0,2,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1239,0.35,1.1,0.25,0.02,0.1,0,2,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1240,0.35,1.1,0.25,0.02,0.1,1,1,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1241,0.35,1.1,0.25,0.02,0.1,1,1,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1242,0.35,1.1,0.25,0.02,0.1,1,1.3,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1243,0.35,1.1,0.25,0.02,0.1,1,1.3,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1244,0.35,1.1,0.25,0.02,0.1,1,1.6,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1245,0.35,1.1,0.25,0.02,0.1,1,1.6,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1246,0.35,1.1,0.25,0.02,0.1,1,2,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1247,0.35,1.1,0.25,0.02,0.1,1,2,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1248,0.35,1.1,0.25,0.025,0.06,0,1,0,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,0
1249,0.35,1.1,0.25,0.025,0.06,0,1,1,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,1
1250,0.35,1.1,0.25,0.025,0.06,0,1.3,0,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,0
1251,0.35,1.1,0.25,0.025,0.06,0,1.3,1,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,1
1252,0.35,1.1,0.25,0.025,0.06,0,1.6,0,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,1
1253,0.35,1.1,0.25,0.025,0.06,0,1.6,1,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,1
1254,0.35,1.1,0.25,0.025,0.06,0,2,0,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,0
1255,0.35,1.1,0.25,0.025,0.06,0,2,1,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,1
1256,0.35,1.1,0.25,0.025,0.06,1,1,0,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,1
1257,0.35,1.1,0.25,0.025,0.06,1,1,1,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,0
1258,0.35,1.1,0.25,0.025,0.06,1,1.3,0,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,1
1259,0.35,1.1,0.25,0.025,0.06,1,1.3,1,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,1
1260,0.35,1.1,0.25,0.025,0.06,1,1.6,0,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,0
1261,0.35,1.1,0.25,0.025,0.06,1,1.6,1,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,0
1262,0.35,1.1,0.25,0.025,0.06,1,2,0,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,1
1263,0.35,1.1,0.25,0.025,0.06,1,2,1,362,1,1,2026-04-04_09-09-54-631Z,0,0,0,0,0,0,0,2,0,0,0,0
1264,0.35,1.1,0.25,0.025,0.08,0,1,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1265,0.35,1.1,0.25,0.025,0.08,0,1,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1266,0.35,1.1,0.25,0.025,0.08,0,1.3,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1267,0.35,1.1,0.25,0.025,0.08,0,1.3,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1268,0.35,1.1,0.25,0.025,0.08,0,1.6,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1269,0.35,1.1,0.25,0.025,0.08,0,1.6,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1270,0.35,1.1,0.25,0.025,0.08,0,2,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1271,0.35,1.1,0.25,0.025,0.08,0,2,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1272,0.35,1.1,0.25,0.025,0.08,1,1,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1273,0.35,1.1,0.25,0.025,0.08,1,1,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1274,0.35,1.1,0.25,0.025,0.08,1,1.3,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1275,0.35,1.1,0.25,0.025,0.08,1,1.3,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1276,0.35,1.1,0.25,0.025,0.08,1,1.6,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1277,0.35,1.1,0.25,0.025,0.08,1,1.6,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1278,0.35,1.1,0.25,0.025,0.08,1,2,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1279,0.35,1.1,0.25,0.025,0.08,1,2,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1280,0.35,1.1,0.25,0.025,0.1,0,1,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1281,0.35,1.1,0.25,0.025,0.1,0,1,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1282,0.35,1.1,0.25,0.025,0.1,0,1.3,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1283,0.35,1.1,0.25,0.025,0.1,0,1.3,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1284,0.35,1.1,0.25,0.025,0.1,0,1.6,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1285,0.35,1.1,0.25,0.025,0.1,0,1.6,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1286,0.35,1.1,0.25,0.025,0.1,0,2,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1287,0.35,1.1,0.25,0.025,0.1,0,2,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1288,0.35,1.1,0.25,0.025,0.1,1,1,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1289,0.35,1.1,0.25,0.025,0.1,1,1,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1290,0.35,1.1,0.25,0.025,0.1,1,1.3,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1291,0.35,1.1,0.25,0.025,0.1,1,1.3,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1292,0.35,1.1,0.25,0.025,0.1,1,1.6,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1293,0.35,1.1,0.25,0.025,0.1,1,1.6,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1294,0.35,1.1,0.25,0.025,0.1,1,2,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1295,0.35,1.1,0.25,0.025,0.1,1,2,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1296,0.35,1.1,0.25,0.03,0.06,0,1,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1297,0.35,1.1,0.25,0.03,0.06,0,1,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1298,0.35,1.1,0.25,0.03,0.06,0,1.3,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1299,0.35,1.1,0.25,0.03,0.06,0,1.3,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1300,0.35,1.1,0.25,0.03,0.06,0,1.6,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1301,0.35,1.1,0.25,0.03,0.06,0,1.6,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1302,0.35,1.1,0.25,0.03,0.06,0,2,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1303,0.35,1.1,0.25,0.03,0.06,0,2,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1304,0.35,1.1,0.25,0.03,0.06,1,1,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1305,0.35,1.1,0.25,0.03,0.06,1,1,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1306,0.35,1.1,0.25,0.03,0.06,1,1.3,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1307,0.35,1.1,0.25,0.03,0.06,1,1.3,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1308,0.35,1.1,0.25,0.03,0.06,1,1.6,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1309,0.35,1.1,0.25,0.03,0.06,1,1.6,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1310,0.35,1.1,0.25,0.03,0.06,1,2,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1311,0.35,1.1,0.25,0.03,0.06,1,2,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1312,0.35,1.1,0.25,0.03,0.08,0,1,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1313,0.35,1.1,0.25,0.03,0.08,0,1,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1314,0.35,1.1,0.25,0.03,0.08,0,1.3,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1315,0.35,1.1,0.25,0.03,0.08,0,1.3,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1316,0.35,1.1,0.25,0.03,0.08,0,1.6,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1317,0.35,1.1,0.25,0.03,0.08,0,1.6,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1318,0.35,1.1,0.25,0.03,0.08,0,2,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1319,0.35,1.1,0.25,0.03,0.08,0,2,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1320,0.35,1.1,0.25,0.03,0.08,1,1,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1321,0.35,1.1,0.25,0.03,0.08,1,1,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1322,0.35,1.1,0.25,0.03,0.08,1,1.3,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1323,0.35,1.1,0.25,0.03,0.08,1,1.3,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1324,0.35,1.1,0.25,0.03,0.08,1,1.6,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1325,0.35,1.1,0.25,0.03,0.08,1,1.6,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
1326,0.35,1.1,0.25,0.03,0.08,1,2,0,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,3
1327,0.35,1.1,0.25,0.03,0.08,1,2,1,362,1,1,2026-04-04_16-16-44-639Z,0,0,0,0,0,0,0,6,1,0,0,2
