stamp,actual,bucket,tc,conf,correct,abstain,confidentWrong,offBy,budgetExhausted,runtime,method
2026-04-29_05-20-55-642Z,11,Small  9-15T,11,1.000,1,0,0,0,0,859,
2026-04-29_05-22-34-904Z,21,Large  21-28T,21,1.000,1,0,0,0,0,929,
2026-04-29_05-26-20-132Z,28,Large  21-28T,28,1.000,1,0,0,0,0,960,
2026-04-29_05-29-10-169Z,42,XL     29-60T,12,0.000,0,1,0,30,0,1086,
2026-04-29_05-31-31-338Z,42,XL     29-60T,41,0.678,1,0,0,1,0,918,
2026-04-29_05-33-41-732Z,52,XL     29-60T,0,0.000,0,1,0,52,0,1768,
2026-04-29_05-35-39-053Z,52,XL     29-60T,10,0.329,0,0,1,42,0,1549,
2026-04-29_05-37-44-380Z,52,XL     29-60T,0,0.000,0,1,0,52,0,1610,
2026-04-29_05-39-28-385Z,21,Large  21-28T,21,1.000,1,0,0,0,0,1155,
2026-04-29_05-41-47-931Z,18,Mid    16-20T,18,1.000,1,0,0,0,0,1120,
2026-04-30_05-29-59-315Z,52,XL     29-60T,0,0.000,0,1,0,52,0,1258,
2026-04-30_05-31-33-683Z,52,XL     29-60T,11,0.356,0,0,1,41,0,747,
2026-04-30_05-32-57-251Z,42,XL     29-60T,42,0.505,1,0,0,0,0,1273,
2026-04-30_05-34-26-023Z,42,XL     29-60T,0,0.000,0,1,0,42,0,1237,
2026-04-30_05-36-04-910Z,42,XL     29-60T,26,0.000,0,1,0,16,0,1426,
2026-04-30_05-37-41-094Z,42,XL     29-60T,0,0.000,0,1,0,42,0,975,
2026-04-30_05-39-33-414Z,11,Small  9-15T,11,1.000,1,0,0,0,0,849,
2026-04-30_05-41-00-183Z,12,Small  9-15T,12,1.000,1,0,0,0,0,847,
2026-04-30_05-42-47-207Z,14,Small  9-15T,14,1.000,1,0,0,0,0,884,
2026-04-30_05-44-33-498Z,21,Large  21-28T,21,1.000,1,0,0,0,0,928,
2026-04-30_05-46-01-952Z,24,Large  21-28T,24,0.291,1,0,0,0,0,1108,
2026-04-30_05-47-27-290Z,28,Large  21-28T,28,0.904,1,0,0,0,0,852,
2026-04-30_10-09-16-909Z,34,XL     29-60T,11,0.441,0,0,1,23,0,1133,
2026-04-30_10-14-55-670Z,34,XL     29-60T,11,0.000,0,1,0,23,0,903,
2026-04-30_10-17-13-321Z,34,XL     29-60T,34,0.900,1,0,0,0,0,1128,
2026-04-30_10-19-29-950Z,36,XL     29-60T,36,1.000,1,0,0,0,0,1159,
2026-04-30_10-23-20-845Z,36,XL     29-60T,36,1.000,1,0,0,0,0,1141,
2026-04-30_11-31-00-084Z,42,XL     29-60T,0,0.000,0,1,0,42,0,1325,
2026-04-30_11-35-41-631Z,42,XL     29-60T,11,0.328,0,0,1,31,0,1764,
2026-04-30_11-41-12-489Z,32,XL     29-60T,32,0.934,1,0,0,0,0,1022,
2026-04-30_11-42-53-294Z,32,XL     29-60T,32,1.000,1,0,0,0,0,932,
2026-04-30_12-31-00-766Z,50,XL     29-60T,50,0.520,1,0,0,0,0,1309,
2026-04-30_12-33-17-234Z,48,XL     29-60T,48,1.000,1,0,0,0,0,838,
2026-04-30_12-35-25-332Z,48,XL     29-60T,48,0.572,1,0,0,0,0,1345,
2026-04-30_20-03-52-567Z,52,XL     29-60T,52,0.000,0,1,0,0,0,1228,
2026-04-30_20-09-43-249Z,50,XL     29-60T,16,0.252,0,0,1,34,0,2088,
2026-04-30_20-31-06-904Z,48,XL     29-60T,48,0.562,1,0,0,0,0,1835,
2026-05-01_08-22-17-365Z,52,XL     29-60T,0,0.000,0,1,0,52,0,1490,
2026-05-01_08-24-07-480Z,52,XL     29-60T,13,0.434,0,0,1,39,0,1251,
2026-05-01_08-26-39-688Z,52,XL     29-60T,10,0.000,0,1,0,42,0,931,
2026-05-01_08-28-38-224Z,50,XL     29-60T,50,1.000,1,0,0,0,0,964,
2026-05-01_08-31-05-858Z,50,XL     29-60T,50,0.000,0,1,0,0,0,1144,
2026-05-01_09-04-04-917Z,48,XL     29-60T,49,0.688,1,0,0,1,0,943,
2026-05-01_09-07-12-086Z,42,XL     29-60T,10,0.000,0,1,0,32,0,1080,
2026-05-01_09-09-26-510Z,36,XL     29-60T,34,0.000,0,1,0,2,0,1818,
2026-05-01_14-52-11-873Z,42,XL     29-60T,41,0.237,1,0,0,1,0,1049,
2026-05-01_14-53-42-651Z,42,XL     29-60T,42,0.848,1,0,0,0,0,906,
2026-05-01_14-55-07-717Z,42,XL     29-60T,42,0.694,1,0,0,0,0,917,
2026-05-01_14-56-43-693Z,48,XL     29-60T,48,1.000,1,0,0,0,0,892,
2026-05-01_15-00-55-239Z,48,XL     29-60T,48,1.000,1,0,0,0,0,896,
2026-05-01_15-04-02-875Z,48,XL     29-60T,47,0.339,1,0,0,1,0,1172,
2026-05-01_15-06-20-161Z,50,XL     29-60T,50,0.565,1,0,0,0,0,1123,
2026-05-01_15-08-23-136Z,50,XL     29-60T,50,1.000,1,0,0,0,0,1003,
2026-05-01_15-10-32-571Z,50,XL     29-60T,50,0.557,1,0,0,0,0,1282,
2026-05-01_15-12-33-142Z,52,XL     29-60T,12,0.406,0,0,1,40,0,1097,
2026-05-01_15-14-13-835Z,52,XL     29-60T,0,0.000,0,1,0,52,0,1217,
2026-05-01_15-20-31-778Z,52,XL     29-60T,53,0.000,0,1,0,1,0,1271,
2026-05-01_15-22-03-978Z,52,XL     29-60T,53,0.643,1,0,0,1,0,1177,
2026-05-01_15-28-13-082Z,36,XL     29-60T,37,0.719,1,0,0,1,0,1046,
2026-05-01_15-30-10-941Z,36,XL     29-60T,36,0.866,1,0,0,0,0,1038,
2026-05-01_15-37-22-230Z,36,XL     29-60T,38,0.000,0,1,0,2,0,1067,
2026-05-04_11-33-56-211Z,42,XL     29-60T,43,0.000,0,1,0,1,0,1341,
2026-05-04_11-40-26-313Z,23,Large  21-28T,23,1.000,1,0,0,0,0,1016,
2026-05-04_11-42-28-074Z,13,Small  9-15T,13,0.000,0,1,0,0,0,935,
2026-05-04_11-44-37-757Z,36,XL     29-60T,35,0.000,0,1,0,1,0,1374,
2026-05-04_11-46-43-304Z,36,XL     29-60T,22,0.273,0,0,1,14,0,1580,
2026-05-04_11-58-49-079Z,36,XL     29-60T,10,0.000,0,1,0,26,0,1212,
