eventID,ts,appVersion,sess,shot,label,labelClass,tc,conf,abstained,exact,signalPresent,nearCand,bestCand,nCands,exposureTime,iso,fNumber,subjectDistance,focalLength,photo
ace8f58c,2026-09-18T09:21:54.593000Z,,,,,,36,0.7535,false,,,,36@0.2115,26,,,,,,ace8f58c_photo.jpg
